pass	figure	pdf_page	printed_page	separation_over_length	model	hull	line_style	relative_position_description	fn_anchor	pixel_x	pixel_y	pixel_x_left	pixel_x_right	pixel_y_top	pixel_y_bottom
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.250	846.333	965.942	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.255	856.711	994.000	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.260	867.089	1041.752	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.265	877.467	1098.768	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.270	887.844	1127.691	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.275	898.222	1176.000	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.280	908.600	1105.000	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.285	918.978	1042.033	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.290	929.356	959.388	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.295	939.733	892.000	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.300	950.111	835.710	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.305	960.489	868.780	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.310	970.867	904.979	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.315	981.244	939.681	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.320	991.622	1018.718	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.325	1002.000	1047.984	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.330	1012.378	1074.160	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.335	1022.756	1116.792	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.340	1033.133	1157.946	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.345	1043.511	1184.426	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.350	1053.889	1199.065	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.355	1064.267	1154.841	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.360	1074.644	1097.245	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.365	1085.022	1054.129	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.370	1095.400	1003.160	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.375	1105.778	936.591	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.380	1116.156	892.986	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.385	1126.533	842.175	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.390	1136.911	790.288	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.395	1147.289	739.473	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.400	1157.667	671.735	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.405	1168.044	672.608	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.410	1178.422	657.718	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.415	1188.800	632.502	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.420	1199.178	617.449	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.425	1209.556	602.782	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.430	1219.933	593.527	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.435	1230.311	587.023	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.440	1240.689	581.274	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.445	1251.067	578.371	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.450	1261.444	578.299	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.455	1271.822	581.458	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.460	1282.200	585.967	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.465	1292.578	593.485	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.470	1302.956	601.517	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.475	1313.333	612.685	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.480	1323.711	632.005	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.485	1334.089	641.648	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.490	1344.467	651.926	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.495	1354.844	669.674	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.500	1365.222	686.763	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.505	1375.600	703.722	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.510	1385.978	718.609	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.515	1396.356	724.020	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.520	1406.733	745.136	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.525	1417.111	779.980	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.530	1427.489	778.191	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.535	1437.867	796.523	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.540	1448.244	785.865	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.545	1458.622	805.925	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.550	1469.000	807.934	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.555	1479.378	839.388	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.560	1489.756	844.895	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.565	1500.133	857.068	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.570	1510.511	865.889	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.575	1520.889	874.163	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.580	1531.267	891.157	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.585	1541.644	898.683	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.590	1552.022	905.518	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.595	1562.400	915.337	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.600	1572.778	921.510	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.605	1583.156	940.431	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.610	1593.533	942.030	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.615	1603.911	948.770	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.620	1614.289	954.206	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.625	1624.667	960.103	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.630	1635.044	966.981	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.635	1645.422	973.624	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.640	1655.800	977.690	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.645	1666.178	1001.671	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.650	1676.556	1011.552	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.655	1686.933	1017.756	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.660	1697.311	1023.275	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.665	1707.689	1029.155	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.670	1718.067	1044.000	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.675	1728.444	1045.144	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.680	1738.822	1050.538	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.685	1749.200	1054.660	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.690	1759.578	1060.814	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.695	1769.956	1067.167	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.700	1780.333	1072.965	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.705	1790.711	1077.606	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.710	1801.089	1077.860	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.715	1811.467	1076.470	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.720	1821.844	1095.000	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.725	1832.222	1094.974	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.730	1842.600	1098.000	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.735	1852.978	1099.559	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.740	1863.356	1102.291	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.745	1873.733	1104.486	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.750	1884.111	1107.980	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.755	1894.489	1109.365	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.760	1904.867	1136.000	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.765	1915.244	1141.000	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.770	1925.622	1146.000	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.775	1936.000	1151.000	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.780	1946.378	1156.000	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.785	1956.756	1161.000	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.790	1967.133	1166.000	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.795	1977.511	1171.000	535	2403	314	1582
A	359	368	358	0.2	C2	Wigley hull	solid	oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45	0.800	1987.889	1176.000	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.200	742.556	1049.458	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.205	752.933	1020.017	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.210	763.311	1015.326	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.215	773.689	1013.020	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.220	784.067	1010.124	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.225	794.444	999.054	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.230	804.822	995.331	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.235	815.200	993.974	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.240	825.578	973.262	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.245	835.956	970.846	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.250	846.333	965.942	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.255	856.711	963.012	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.260	867.089	960.083	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.265	877.467	958.477	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.270	887.844	957.156	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.275	898.222	955.948	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.280	908.600	959.682	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.285	918.978	959.315	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.290	929.356	959.388	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.295	939.733	958.947	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.300	950.111	956.490	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.305	960.489	951.492	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.310	970.867	946.033	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.315	981.244	939.129	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.320	991.622	923.619	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.325	1002.000	915.902	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.330	1012.378	908.228	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.335	1022.756	894.983	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.340	1033.133	890.756	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.345	1043.511	885.383	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.350	1053.889	884.300	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.355	1064.267	882.392	535	2403	314	1582
A	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder	0.360	1074.644	884.217	535	2403	314	1582
