pass	figure	pdf_page	printed_page	separation_over_length	model	hull	line_style	relative_position_description	fn_anchor	pixel_x	pixel_y	pixel_x_left	pixel_x_right	pixel_y_top	pixel_y_bottom
B	347	362	352	0.2	C3	round-bilge hull, L/B 7	long dashed	uppermost right-shifted principal crest	0.450	1702.056	1002.386	731	3228	409	2104
B	347	362	352	0.2	C3	round-bilge hull, L/B 7	long dashed	uppermost right-shifted principal crest	0.455	1715.928	972.946	731	3228	409	2104
B	347	362	352	0.2	C3	round-bilge hull, L/B 7	long dashed	uppermost right-shifted principal crest	0.460	1729.800	952.743	731	3228	409	2104
B	347	362	352	0.2	C3	round-bilge hull, L/B 7	long dashed	uppermost right-shifted principal crest	0.465	1743.672	935.032	731	3228	409	2104
B	347	362	352	0.2	C3	round-bilge hull, L/B 7	long dashed	uppermost right-shifted principal crest	0.470	1757.544	914.608	731	3228	409	2104
B	347	362	352	0.2	C3	round-bilge hull, L/B 7	long dashed	uppermost right-shifted principal crest	0.475	1771.417	909.044	731	3228	409	2104
B	347	362	352	0.2	C3	round-bilge hull, L/B 7	long dashed	uppermost right-shifted principal crest	0.480	1785.289	902.202	731	3228	409	2104
B	347	362	352	0.2	C3	round-bilge hull, L/B 7	long dashed	uppermost right-shifted principal crest	0.485	1799.161	900.439	731	3228	409	2104
B	347	362	352	0.2	C3	round-bilge hull, L/B 7	long dashed	uppermost right-shifted principal crest	0.490	1813.033	899.596	731	3228	409	2104
B	347	362	352	0.2	C3	round-bilge hull, L/B 7	long dashed	uppermost right-shifted principal crest	0.495	1826.906	869.875	731	3228	409	2104
B	347	362	352	0.2	C3	round-bilge hull, L/B 7	long dashed	uppermost right-shifted principal crest	0.500	1840.778	861.589	731	3228	409	2104
B	347	362	352	0.2	C3	round-bilge hull, L/B 7	long dashed	uppermost right-shifted principal crest	0.505	1854.650	842.890	731	3228	409	2104
B	347	362	352	0.2	C3	round-bilge hull, L/B 7	long dashed	uppermost right-shifted principal crest	0.510	1868.522	838.112	731	3228	409	2104
B	347	362	352	0.2	C3	round-bilge hull, L/B 7	long dashed	uppermost right-shifted principal crest	0.515	1882.394	833.930	731	3228	409	2104
B	347	362	352	0.2	C3	round-bilge hull, L/B 7	long dashed	uppermost right-shifted principal crest	0.520	1896.267	828.697	731	3228	409	2104
B	347	362	352	0.2	C3	round-bilge hull, L/B 7	long dashed	uppermost right-shifted principal crest	0.525	1910.139	826.524	731	3228	409	2104
B	347	362	352	0.2	C3	round-bilge hull, L/B 7	long dashed	uppermost right-shifted principal crest	0.530	1924.011	827.333	731	3228	409	2104
B	347	362	352	0.2	C3	round-bilge hull, L/B 7	long dashed	uppermost right-shifted principal crest	0.535	1937.883	831.184	731	3228	409	2104
B	347	362	352	0.2	C3	round-bilge hull, L/B 7	long dashed	uppermost right-shifted principal crest	0.540	1951.756	834.925	731	3228	409	2104
B	347	362	352	0.2	C3	round-bilge hull, L/B 7	long dashed	uppermost right-shifted principal crest	0.545	1965.628	844.672	731	3228	409	2104
B	347	362	352	0.2	C3	round-bilge hull, L/B 7	long dashed	uppermost right-shifted principal crest	0.550	1979.500	847.374	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.350	1424.611	1155.118	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.355	1438.483	1215.552	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.360	1452.356	1231.407	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.365	1466.228	1256.218	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.370	1480.100	1285.000	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.375	1493.972	1321.704	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.380	1507.844	1312.000	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.385	1521.717	1285.000	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.390	1535.589	1290.481	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.395	1549.461	1295.278	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.400	1563.333	1312.391	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.405	1577.206	1262.973	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.410	1591.078	1250.761	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.415	1604.950	1195.468	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.420	1618.822	1179.294	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.425	1632.694	1151.321	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.430	1646.567	1134.548	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.435	1660.439	1124.144	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.440	1674.311	1127.532	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.445	1688.183	1108.069	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.450	1702.056	1084.150	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.455	1715.928	1086.583	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.460	1729.800	1082.676	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.465	1743.672	1078.833	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.470	1757.544	1074.321	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.475	1771.417	1073.599	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.480	1785.289	1070.420	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.485	1799.161	1068.734	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.490	1813.033	1067.331	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.495	1826.906	1067.323	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.500	1840.778	1063.951	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.505	1854.650	1061.761	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.510	1868.522	1060.069	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.515	1882.394	1057.531	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.520	1896.267	1055.272	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.525	1910.139	1051.268	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.530	1924.011	1045.959	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.535	1937.883	1042.259	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.540	1951.756	1039.238	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.545	1965.628	1036.352	731	3228	409	2104
B	347	362	352	0.2	C4	round-bilge hull, L/B 9	dash-dot	low central shoulder and shallow rise	0.550	1979.500	1019.352	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.350	1424.611	1177.634	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.355	1438.483	1229.674	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.360	1452.356	1245.316	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.365	1466.228	1289.121	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.370	1480.100	1318.328	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.375	1493.972	1348.723	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.380	1507.844	1357.008	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.385	1521.717	1354.872	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.390	1535.589	1354.885	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.395	1549.461	1342.002	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.400	1563.333	1314.822	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.405	1577.206	1313.448	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.410	1591.078	1263.429	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.415	1604.950	1253.550	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.420	1618.822	1193.577	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.425	1632.694	1183.160	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.430	1646.567	1134.548	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.435	1660.439	1124.144	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.440	1674.311	1082.059	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.445	1688.183	1055.682	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.450	1702.056	1049.592	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.455	1715.928	1020.423	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.460	1729.800	1014.213	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.465	1743.672	1001.328	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.470	1757.544	977.027	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.475	1771.417	972.199	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.480	1785.289	969.698	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.485	1799.161	945.848	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.490	1813.033	935.000	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.495	1826.906	966.000	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.500	1840.778	924.245	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.505	1854.650	931.766	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.510	1868.522	943.067	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.515	1882.394	951.613	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.520	1896.267	955.381	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.525	1910.139	975.602	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.530	1924.011	979.584	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.535	1937.883	994.085	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.540	1951.756	1002.093	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.545	1965.628	1014.681	731	3228	409	2104
B	347	362	352	0.2	C5	round-bilge hull, L/B 11	dotted	dotted crest below the two upper curves	0.550	1979.500	1018.833	731	3228	409	2104
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.350	1424.611	3687.179	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.355	1438.483	3741.602	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.360	1452.356	3783.000	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.365	1466.228	3848.000	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.370	1480.100	3870.046	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.375	1493.972	3917.000	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.380	1507.844	3850.000	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.385	1521.717	3789.000	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.390	1535.589	3680.000	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.395	1549.461	3610.352	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.400	1563.333	3540.322	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.405	1577.206	3520.137	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.410	1591.078	3481.947	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.415	1604.950	3467.913	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.420	1618.822	3441.979	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.425	1632.694	3377.407	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.430	1646.567	3372.619	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.435	1660.439	3368.848	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.440	1674.311	3366.408	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.445	1688.183	3368.376	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.450	1702.056	3384.128	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.455	1715.928	3379.673	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.460	1729.800	3383.406	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.465	1743.672	3391.455	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.470	1757.544	3395.300	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.475	1771.417	3405.636	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.480	1785.289	3410.259	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.485	1799.161	3425.780	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.490	1813.033	3433.174	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.495	1826.906	3445.219	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.500	1840.778	3453.576	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.505	1854.650	3441.000	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.510	1868.522	3480.785	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.515	1882.394	3493.731	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.520	1896.267	3506.559	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.525	1910.139	3517.355	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.530	1924.011	3526.244	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.535	1937.883	3529.160	731	3228	2729	4425
B	348	362	352	0.3	C2	Wigley hull	solid	solid principal crest below C3	0.540	1951.756	3532.950	731	3228	2729	4425
