pass	figure	pdf_page	printed_page	separation_over_length	model	hull	line_style	relative_position_description	fn_anchor	pixel_x	pixel_y	pixel_x_left	pixel_x_right	pixel_y_top	pixel_y_bottom	identity_basis
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.380	1116.156	2505.277	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.385	1126.533	2483.382	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.390	1136.911	2469.494	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.395	1147.289	2457.087	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.400	1157.667	2451.320	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.405	1168.044	2449.570	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.410	1178.422	2449.459	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.415	1188.800	2452.580	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.420	1199.178	2457.060	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.425	1209.556	2464.246	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.430	1219.933	2475.236	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.435	1230.311	2484.073	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.440	1240.689	2494.816	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.445	1251.067	2505.064	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.450	1261.444	2523.675	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.455	1271.822	2530.144	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.460	1282.200	2542.877	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.465	1292.578	2556.669	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.470	1302.956	2609.814	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.475	1313.333	2613.967	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.480	1323.711	2591.402	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.485	1334.089	2623.964	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.490	1344.467	2626.879	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.495	1354.844	2630.209	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.500	1365.222	2636.060	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.505	1375.600	2652.131	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.510	1385.978	2661.813	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.515	1396.356	2643.539	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.520	1406.733	2645.612	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.525	1417.111	2649.334	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.530	1427.489	2652.595	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.535	1437.867	2708.772	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.540	1448.244	2716.759	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.545	1458.622	2726.655	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.550	1469.000	2733.206	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.555	1479.378	2740.224	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.560	1489.756	2746.985	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.565	1500.133	2753.223	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.570	1510.511	2759.058	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.575	1520.889	2766.058	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.580	1531.267	2771.562	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.585	1541.644	2778.220	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.590	1552.022	2782.594	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.595	1562.400	2786.957	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.600	1572.778	2790.212	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.605	1583.156	2793.356	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.610	1593.533	2797.627	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.615	1603.911	2800.511	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.620	1614.289	2802.727	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.625	1624.667	2805.291	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.630	1635.044	2808.534	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.635	1645.422	2809.968	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.640	1655.800	2812.239	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.645	1666.178	2814.061	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.650	1676.556	2817.289	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.655	1686.933	2819.205	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.660	1697.311	2780.576	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.665	1707.689	2784.237	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.670	1718.067	2787.614	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.675	1728.444	2789.711	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.680	1738.822	2829.906	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.685	1749.200	2831.269	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.690	1759.578	2832.394	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.695	1769.956	2834.239	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.700	1780.333	2835.436	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.705	1790.711	2837.041	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.710	1801.089	2806.420	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.715	1811.467	2839.024	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.720	1821.844	2806.644	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.725	1832.222	2809.132	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.730	1842.600	2812.479	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.735	1852.978	2845.167	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.740	1863.356	2815.184	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.745	1873.733	2818.071	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.750	1884.111	2818.890	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.755	1894.489	2849.053	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
A	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.760	1904.867	2827.907	535	2403	2053	3318	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
