pass	figure	pdf_page	printed_page	separation_over_length	model	hull	line_style	relative_position_description	fn_anchor	pixel_x	pixel_y	pixel_x_left	pixel_x_right	pixel_y_top	pixel_y_bottom	identity_basis
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.205	753.700	2692.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.210	764.067	2717.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.215	774.433	2769.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.220	784.800	2769.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.225	795.167	2773.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.230	805.533	2778.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.235	815.900	2802.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.240	826.267	2850.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.245	836.633	2918.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.250	847.000	2957.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.255	857.367	2936.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.260	867.733	2790.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.265	878.100	2767.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.270	888.467	2669.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.275	898.833	2594.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.280	909.200	2542.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.285	919.567	2589.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.290	929.933	2634.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.295	940.300	2689.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.300	950.667	2770.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.305	961.033	2769.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.310	971.400	2887.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.315	981.767	2934.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.320	992.133	2971.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.325	1002.500	3016.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.330	1012.867	3040.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.335	1023.233	3023.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.340	1033.600	2994.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.345	1043.967	2940.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.350	1054.333	2865.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.355	1064.700	2811.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.360	1075.067	2687.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.365	1085.433	2668.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.370	1095.800	2588.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.375	1106.167	2555.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.380	1116.533	2506.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.385	1126.900	2484.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.390	1137.267	2470.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.395	1147.633	2457.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.400	1158.000	2451.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.405	1168.367	2450.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.410	1178.733	2450.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.415	1189.100	2453.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.420	1199.467	2457.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.425	1209.833	2465.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.430	1220.200	2476.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.435	1230.567	2484.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.440	1240.933	2495.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.445	1251.300	2505.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.450	1261.667	2523.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.455	1272.033	2530.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.460	1282.400	2542.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.465	1292.767	2555.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.470	1303.133	2566.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.475	1313.500	2582.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.480	1323.867	2593.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.485	1334.233	2605.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.490	1344.600	2626.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.495	1354.967	2630.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.500	1365.333	2636.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.505	1375.700	2652.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.510	1386.067	2661.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.515	1396.433	2643.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.520	1406.800	2683.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.525	1417.167	2691.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.530	1427.533	2701.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.535	1437.900	2708.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.540	1448.267	2716.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.545	1458.633	2727.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.550	1469.000	2734.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.555	1479.367	2740.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.560	1489.733	2747.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.565	1500.100	2753.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.570	1510.467	2759.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.575	1520.833	2766.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.580	1531.200	2771.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.585	1541.567	2778.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.590	1551.933	2782.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.595	1562.300	2787.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.600	1572.667	2790.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.605	1583.033	2794.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.610	1593.400	2797.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.615	1603.767	2800.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.620	1614.133	2748.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.625	1624.500	2806.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.630	1634.867	2809.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.635	1645.233	2759.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.640	1655.600	2812.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.645	1665.967	2814.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.650	1676.333	2817.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.655	1686.700	2818.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.660	1697.067	2780.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.665	1707.433	2784.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.670	1717.800	2787.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.675	1728.167	2790.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.680	1738.533	2794.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.685	1748.900	2779.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.690	1759.267	2832.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.695	1769.633	2834.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.700	1780.000	2835.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.705	1790.367	2805.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.710	1800.733	2807.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.715	1811.100	2804.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.720	1821.467	2806.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.725	1831.833	2810.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.730	1842.200	2811.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.735	1852.567	2814.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.740	1862.933	2815.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.745	1873.300	2818.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.750	1883.667	2818.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.755	1894.033	2849.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
B	360	368	358	0.3	C2	Wigley hull	solid	solid C2: oscillatory left branch; leftmost principal crest near Fn 0.41	0.760	1904.400	2827.000	536	2402	2054	3317	LEGEND-AUDIT-H1.md; identity added without changing archived pixel reading
