pass	figure	pdf_page	printed_page	separation_over_length	model	hull	line_style	relative_position_description	fn_anchor	pixel_x	pixel_y	pixel_x_left	pixel_x_right	pixel_y_top	pixel_y_bottom
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.265	878.100	1041.567	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.270	888.467	1066.826	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.275	898.833	1111.000	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.280	909.200	1151.000	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.285	919.567	1052.835	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.290	929.933	989.000	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.295	940.300	907.000	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.300	950.667	831.424	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.305	961.033	870.971	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.310	971.400	922.053	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.315	981.767	941.914	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.320	992.133	1017.690	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.325	1002.500	1048.024	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.330	1012.867	1074.061	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.335	1023.233	1119.322	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.340	1033.600	1148.347	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.345	1043.967	1182.573	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.350	1054.333	1198.045	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.355	1064.700	1153.352	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.360	1075.067	1076.807	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.365	1085.433	1054.134	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.370	1095.800	1002.180	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.375	1106.167	937.618	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.380	1116.533	893.969	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.385	1126.900	842.002	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.390	1137.267	791.096	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.395	1147.633	734.415	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.400	1158.000	690.471	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.405	1168.367	670.941	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.410	1178.733	643.457	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.415	1189.100	641.102	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.420	1199.467	609.971	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.425	1209.833	598.668	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.430	1220.200	591.474	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.435	1230.567	585.229	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.440	1240.933	581.720	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.445	1251.300	578.719	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.450	1261.667	578.742	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.455	1272.033	581.564	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.460	1282.400	585.534	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.465	1292.767	591.662	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.470	1303.133	597.132	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.475	1313.500	618.213	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.480	1323.867	634.744	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.485	1334.233	640.969	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.490	1344.600	665.050	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.495	1354.967	668.935	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.500	1365.333	697.699	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.505	1375.700	704.945	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.510	1386.067	719.749	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.515	1396.433	721.278	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.520	1406.800	745.964	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.525	1417.167	779.157	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.530	1427.533	794.784	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.535	1437.900	796.409	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.540	1448.267	786.473	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.545	1458.633	805.506	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.550	1469.000	807.864	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.555	1479.367	825.258	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.560	1489.733	842.099	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.565	1500.100	857.099	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.570	1510.467	862.721	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.575	1520.833	871.780	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.580	1531.200	893.810	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.585	1541.567	903.811	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.590	1551.933	909.941	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.595	1562.300	921.291	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.600	1572.667	922.904	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.605	1583.033	941.462	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.610	1593.400	943.083	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.615	1603.767	949.214	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.620	1614.133	955.015	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.625	1624.500	962.940	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.630	1634.867	969.758	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.635	1645.233	975.358	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.640	1655.600	977.026	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.645	1665.967	1001.292	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.650	1676.333	1012.125	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.655	1686.700	1016.579	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.660	1697.067	1023.004	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.665	1707.433	1028.656	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.670	1717.800	1044.738	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.675	1728.167	1047.056	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.680	1738.533	1050.839	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.685	1748.900	1054.661	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.690	1759.267	1060.885	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.695	1769.633	1067.461	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.700	1780.000	1071.823	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.705	1790.367	1076.097	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.710	1800.733	1078.369	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.715	1811.100	1078.752	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.720	1821.467	1096.000	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.725	1831.833	1094.948	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.730	1842.200	1096.880	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.735	1852.567	1100.299	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.740	1862.933	1102.285	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.745	1873.300	1104.486	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.750	1883.667	1108.283	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.755	1894.033	1135.000	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.760	1904.400	1139.000	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.765	1914.767	1144.000	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.770	1925.133	1149.000	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.775	1935.500	1153.000	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.780	1945.867	1158.000	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.785	1956.233	1162.000	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.790	1966.600	1167.000	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.795	1976.967	1171.000	536	2402	315	1581
B	359	368	358	0.2	C2	Wigley hull	solid	oscillatory left branch and uniquely high broad crest	0.800	1987.333	1176.000	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.200	743.333	1020.077	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.205	753.700	1017.744	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.210	764.067	1015.347	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.215	774.433	1013.394	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.220	784.800	1010.228	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.225	795.167	997.975	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.230	805.533	995.664	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.235	815.900	993.709	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.240	826.267	1001.000	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.245	836.633	1001.268	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.250	847.000	968.045	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.255	857.367	964.607	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.260	867.733	960.656	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.265	878.100	959.499	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.270	888.467	957.446	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.275	898.833	957.288	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.280	909.200	958.417	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.285	919.567	959.282	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.290	929.933	959.230	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.295	940.300	958.986	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.300	950.667	955.581	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.305	961.033	950.437	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.310	971.400	942.854	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.315	981.767	923.656	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.320	992.133	922.319	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.325	1002.500	914.162	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.330	1012.867	909.560	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.335	1023.233	893.781	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.340	1033.600	888.955	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.345	1043.967	885.815	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.350	1054.333	884.434	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.355	1064.700	882.793	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.360	1075.067	884.000	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.365	1085.433	883.464	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.370	1095.800	857.000	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.375	1106.167	879.000	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.380	1116.533	860.519	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.385	1126.900	888.347	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.390	1137.267	857.561	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.395	1147.633	900.406	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.400	1158.000	902.057	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.405	1168.367	902.906	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.410	1178.733	899.336	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.415	1189.100	898.505	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.420	1199.467	916.577	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.425	1209.833	917.732	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.430	1220.200	917.002	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.435	1230.567	911.657	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.440	1240.933	906.626	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.445	1251.300	903.526	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.450	1261.667	898.665	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.455	1272.033	887.559	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.460	1282.400	879.859	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.465	1292.767	870.149	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.470	1303.133	884.000	536	2402	315	1581
B	359	368	358	0.2	C3	round-bilge hull, L/B 7	long dashed	highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest	0.475	1313.500	875.000	536	2402	315	1581
